1	1	3	42	0	162
2	2	8	33	0	453
2	3	7	3	0	363
2	4	6	59	0	359
3	5	7	41	0	401
4	6	5	24	0	264
4	7	10	11	0	551
4	8	4	48	0	228
4	9	4	30	0	210
4	10	6	31	0	331
5	11	10	25	0	565
5	12	11	57	0	657
5	13	12	4	0	664
6	14	11	24	0	624
6	15	4	2	0	182
7	16	5	2	0	242
7	17	6	52	0	352
8	18	5	44	0	284
8	19	10	53	0	593
8	20	8	5	0	425
8	21	6	36	0	336
8	22	7	49	0	409
8	23	5	1	0	241
8	24	5	14	0	254
9	25	5	53	0	293
9	26	9	38	0	518
9	27	3	33	0	153
9	28	10	58	0	598
9	29	11	48	0	648
10	30	11	54	0	654
10	31	3	38	0	158
10	32	4	44	0	224
10	33	3	43	0	163
11	34	1	49	0	49
12	35	2	19	0	79
12	36	6	46	0	346
12	37	9	60	0	540
12	38	8	42	0	462
12	39	1	17	0	17
12	40	11	34	0	634
13	41	10	14	0	554
13	42	3	13	0	133
13	43	4	2	0	182
13	44	2	3	0	63
14	45	5	39	0	279
14	46	5	25	0	265
15	47	7	42	0	402
16	48	8	53	0	473
17	49	7	4	0	364
18	50	4	26	0	206
18	51	6	6	0	306
19	52	9	47	0	527
20	53	11	18	0	618
21	54	8	45	0	465
21	55	10	53	0	593
21	56	11	32	0	632
21	57	2	22	0	82
21	58	6	11	0	311
21	59	8	47	0	467
21	60	2	24	0	84
21	61	10	10	0	550
21	62	1	21	0	21
21	63	12	39	0	699
21	64	11	39	0	639
21	65	1	15	0	15
22	66	8	47	0	467
22	67	10	9	0	549
23	68	7	60	0	420
24	69	3	19	0	139
25	70	5	29	0	269
26	71	2	60	0	120
26	72	2	28	0	88
27	73	12	47	0	707
27	74	8	57	0	477
27	75	4	35	0	215
28	76	7	43	0	403
28	77	7	30	0	390
28	78	9	46	0	526
29	79	6	48	0	348
29	80	12	13	0	673
29	81	11	36	0	636
30	82	7	30	0	390
30	83	11	57	0	657
30	84	4	13	0	193
31	85	12	38	0	698
32	86	8	3	0	423
32	87	7	27	0	387
32	88	12	8	0	668
33	89	1	11	0	11
33	90	4	19	0	199
34	91	5	26	0	266
34	92	9	10	0	490
35	93	7	49	0	409
36	94	1	21	0	21
36	95	2	50	0	110
36	96	11	39	0	639
37	97	7	45	0	405
37	98	12	28	0	688
37	99	2	55	0	115
37	100	6	7	0	307
37	101	10	3	0	543
38	102	12	5	0	665
38	103	3	8	0	128
38	104	2	38	0	98
38	105	9	44	0	524
38	106	9	18	0	498
39	107	5	60	0	300
39	108	3	11	0	131
40	109	3	35	0	155
41	110	12	12	0	672
41	111	4	8	0	188
41	112	1	47	0	47
41	113	11	1	0	601
41	114	6	49	0	349
41	115	6	45	0	345
42	116	7	6	0	366
42	117	11	52	0	652
42	118	6	38	0	338
42	119	10	16	0	556
43	120	10	12	0	552
43	121	1	32	0	32
43	122	9	2	0	482
43	123	7	55	0	415
43	124	10	19	0	559
43	125	6	4	0	304
43	126	1	47	0	47
43	127	3	10	0	130
43	128	5	42	0	282
44	129	12	39	0	699
44	130	6	53	0	353
44	131	2	9	0	69
44	132	12	19	0	679
44	133	10	3	0	543
44	134	3	54	0	174
44	135	4	13	0	193
45	136	11	53	0	653
45	137	11	37	0	637
45	138	3	12	0	132
46	139	6	12	0	312
47	140	8	33	0	453
47	141	7	44	0	404
48	142	12	53	0	713
49	143	2	23	0	83
49	144	3	59	0	179
49	145	9	2	0	482
49	146	10	45	0	585
49	147	2	44	0	104
49	148	8	55	0	475
50	149	1	47	0	47
51	150	1	14	0	14
51	151	2	56	0	116
51	152	3	46	0	166
51	153	3	2	0	122
51	154	3	34	0	154
52	155	11	20	0	620
52	156	12	53	0	713
52	157	3	49	0	169
52	158	5	3	0	243
52	159	5	8	0	248
53	160	11	13	0	613
53	161	2	51	0	111
53	162	6	14	0	314
53	163	7	38	0	398
53	164	1	52	0	52
53	165	4	18	0	198
53	166	7	58	0	418
53	167	10	26	0	566
53	168	9	9	0	489
53	169	1	1	0	1
53	170	5	55	0	295
53	171	10	4	0	544
53	172	1	41	0	41
53	173	7	43	0	403
53	174	10	39	0	579
54	175	4	51	0	231
54	176	9	22	0	502
54	177	6	38	0	338
54	178	5	2	0	242
54	179	8	54	0	474
54	180	12	23	0	683
54	181	1	59	0	59
54	182	6	42	0	342
54	183	8	30	0	450
54	184	1	23	0	23
54	185	12	52	0	712
54	186	8	36	0	456
54	187	5	19	0	259
54	188	1	53	0	53
54	189	10	56	0	596
55	190	3	17	0	137
55	191	11	16	0	616
55	192	9	52	0	532
56	193	3	27	0	147
56	194	7	2	0	362
57	195	1	38	0	38
58	196	3	7	0	127
59	197	6	58	0	358
59	198	1	21	0	21
59	199	7	30	0	390
59	200	12	37	0	697
59	201	6	25	0	325
60	202	7	51	0	411
61	203	10	36	0	576
61	204	4	57	0	237
62	205	12	44	0	704
63	206	10	29	0	569
63	207	1	3	0	3
63	208	11	9	0	609
63	209	3	50	0	170
64	210	10	40	0	580
65	211	10	56	0	596
66	212	3	30	0	150
66	213	1	2	0	2
66	214	9	25	0	505
66	215	4	11	0	191
66	216	2	4	0	64
66	217	5	49	0	289
66	218	11	8	0	608
67	219	3	50	0	170
68	220	7	21	0	381
69	221	8	53	0	473
69	222	12	7	0	667
69	223	7	49	0	409
70	224	1	53	0	53
70	225	5	33	0	273
70	226	6	17	0	317
70	227	12	44	0	704
71	228	4	8	0	188
71	229	8	30	0	450
71	230	3	29	0	149
71	231	12	41	0	701
71	232	3	31	0	151
72	233	11	30	0	630
72	234	7	35	0	395
72	235	5	11	0	251
72	236	3	56	0	176
73	237	10	40	0	580
73	238	4	47	0	227
74	239	9	52	0	532
75	240	1	30	0	30
75	241	11	38	0	638
75	242	8	35	0	455
75	243	8	42	0	462
76	244	11	10	0	610
76	245	10	2	0	542
77	246	1	31	0	31
77	247	1	15	0	15
78	248	7	37	0	397
78	249	5	58	0	298
78	250	5	15	0	255
78	251	1	60	0	60
78	252	1	14	0	14
78	253	10	39	0	579
78	254	4	9	0	189
78	255	7	11	0	371
79	256	2	28	0	88
79	257	5	4	0	244
79	258	9	53	0	533
79	259	11	5	0	605
80	260	12	39	0	699
81	261	8	36	0	456
81	262	12	14	0	674
81	263	3	16	0	136
82	264	10	17	0	557
82	265	5	44	0	284
83	266	1	37	0	37
83	267	5	41	0	281
83	268	3	54	0	174
83	269	12	40	0	700
84	270	4	22	0	202
84	271	4	14	0	194
84	272	2	43	0	103
85	273	9	50	0	530
85	274	6	37	0	337
85	275	4	37	0	217
86	276	11	55	0	655
86	277	8	19	0	439
87	278	2	33	0	93
88	279	5	60	0	300
89	280	5	2	0	242
89	281	4	11	0	191
90	282	3	52	0	172
90	283	1	29	0	29
90	284	12	6	0	666
90	285	12	35	0	695
90	286	5	25	0	265
91	287	8	50	0	470
91	288	4	1	0	181
92	289	1	40	0	40
92	290	12	37	0	697
92	291	5	21	0	261
92	292	10	1	0	541
92	293	5	17	0	257
92	294	10	52	0	592
92	295	3	34	0	154
92	296	12	26	0	686
92	297	6	24	0	324
92	298	11	21	0	621
92	299	12	31	0	691
92	300	8	47	0	467
92	301	2	13	0	73
93	302	4	29	0	209
93	303	4	5	0	185
93	304	2	17	0	77
93	305	6	60	0	360
94	306	2	32	0	92
94	307	1	35	0	35
95	308	2	59	0	119
96	309	11	32	0	632
96	310	4	29	0	209
96	311	5	46	0	286
97	312	5	26	0	266
97	313	9	6	0	486
98	314	10	51	0	591
99	315	5	29	0	269
99	316	5	12	0	252
99	317	11	14	0	614
99	318	2	21	0	81
100	319	4	13	0	193
100	320	5	4	0	244
101	321	12	49	0	709
102	322	11	11	0	611
102	323	6	42	0	342
102	324	12	17	0	677
102	325	10	50	0	590
102	326	10	1	0	541
102	327	4	58	0	238
102	328	7	43	0	403
102	329	12	30	0	690
103	330	10	5	0	545
104	331	5	39	0	279
104	332	6	9	0	309
104	333	1	1	0	1
104	334	5	46	0	286
104	335	2	26	0	86
104	336	7	50	0	410
104	337	4	30	0	210
105	338	2	59	0	119
105	339	3	5	0	125
105	340	3	12	0	132
105	341	12	36	0	696
106	342	4	41	0	221
107	343	12	56	0	716
107	344	4	7	0	187
108	345	11	9	0	609
109	346	5	58	0	298
109	347	4	42	0	222
109	348	5	26	0	266
109	349	4	29	0	209
109	350	10	48	0	588
109	351	6	50	0	350
109	352	4	21	0	201
109	353	11	46	0	646
109	354	4	13	0	193
109	355	1	53	0	53
110	356	5	9	0	249
110	357	8	48	0	468
110	358	6	46	0	346
110	359	8	49	0	469
111	360	4	58	0	238
112	361	3	52	0	172
112	362	9	3	0	483
112	363	1	34	0	34
112	364	7	14	0	374
112	365	4	4	0	184
112	366	2	16	0	76
113	367	7	17	0	377
113	368	11	8	0	608
113	369	9	29	0	509
113	370	5	32	0	272
113	371	7	5	0	365
114	372	7	7	0	367
114	373	12	44	0	704
114	374	6	56	0	356
115	375	5	54	0	294
116	376	2	31	0	91
117	377	4	33	0	213
117	378	5	52	0	292
117	379	6	22	0	322
117	380	8	23	0	443
117	381	7	29	0	389
118	382	3	1	0	121
118	383	1	14	0	14
119	384	5	43	0	283
120	385	2	33	0	93
120	386	10	14	0	554
121	387	4	9	0	189
121	388	1	58	0	58
121	389	5	1	0	241
121	390	11	36	0	636
122	391	1	33	0	33
122	392	8	14	0	434
123	393	12	6	0	666
124	394	7	21	0	381
124	395	8	16	0	436
124	396	7	54	0	414
125	397	4	41	0	221
125	398	7	25	0	385
125	399	2	40	0	100
125	400	3	7	0	127
126	401	9	50	0	530
126	402	6	40	0	340
126	403	8	6	0	426
126	404	5	53	0	293
127	405	12	24	0	684
127	406	8	23	0	443
127	407	11	4	0	604
127	408	5	15	0	255
128	409	10	17	0	557
128	410	3	8	0	128
129	411	5	17	0	257
130	412	7	15	0	375
130	413	3	40	0	160
131	414	9	39	0	519
131	415	4	58	0	238
131	416	4	10	0	190
131	417	3	16	0	136
131	418	7	17	0	377
132	419	5	43	0	283
133	420	9	38	0	518
133	421	9	23	0	503
134	422	11	36	0	636
134	423	1	41	0	41
134	424	5	35	0	275
135	425	1	1	0	1
135	426	9	17	0	497
136	427	11	44	0	644
137	428	7	25	0	385
137	429	5	6	0	246
137	430	2	42	0	102
137	431	9	54	0	534
137	432	7	16	0	376
137	433	4	45	0	225
137	434	6	13	0	313
137	435	8	21	0	441
138	436	12	23	0	683
138	437	3	38	0	158
138	438	2	56	0	116
138	439	8	3	0	423
138	440	9	6	0	486
138	441	3	15	0	135
138	442	12	46	0	706
139	443	7	54	0	414
139	444	8	44	0	464
139	445	2	46	0	106
140	446	5	37	0	277
140	447	10	54	0	594
141	448	5	37	0	277
141	449	6	46	0	346
142	450	5	35	0	275
142	451	9	5	0	485
143	452	12	3	0	663
143	453	2	25	0	85
143	454	4	28	0	208
143	455	4	39	0	219
143	456	11	27	0	627
143	457	3	58	0	178
144	458	5	44	0	284
144	459	8	54	0	474
145	460	3	7	0	127
145	461	9	35	0	515
146	462	7	28	0	388
147	463	11	43	0	643
147	464	2	16	0	76
147	465	8	3	0	423
147	466	2	60	0	120
147	467	1	1	0	1
147	468	12	43	0	703
147	469	2	41	0	101
147	470	8	59	0	479
147	471	11	52	0	652
147	472	11	35	0	635
147	473	4	11	0	191
148	474	9	52	0	532
149	475	12	40	0	700
149	476	1	49	0	49
149	477	12	51	0	711
149	478	2	13	0	73
150	479	12	51	0	711
150	480	3	52	0	172
150	481	3	56	0	176
151	482	5	23	0	263
152	483	8	57	0	477
152	484	9	24	0	504
152	485	12	38	0	698
152	486	6	38	0	338
153	487	6	41	0	341
153	488	2	4	0	64
153	489	6	11	0	311
153	490	11	16	0	616
153	491	8	56	0	476
154	492	4	30	0	210
154	493	9	7	0	487
155	494	6	58	0	358
155	495	6	6	0	306
156	496	4	48	0	228
156	497	9	34	0	514
156	498	3	60	0	180
156	499	8	44	0	464
156	500	11	55	0	655
156	501	6	44	0	344
157	502	5	45	0	285
158	503	5	2	0	242
158	504	10	27	0	567
158	505	1	16	0	16
158	506	10	20	0	560
158	507	6	46	0	346
158	508	5	42	0	282
158	509	5	17	0	257
158	510	8	37	0	457
158	511	10	50	0	590
158	512	6	5	0	305
158	513	12	42	0	702
158	514	3	35	0	155
158	515	11	18	0	618
158	516	10	25	0	565
159	517	5	40	0	280
159	518	11	17	0	617
159	519	7	58	0	418
160	520	8	3	0	423
161	521	4	48	0	228
161	522	4	22	0	202
161	523	10	15	0	555
162	524	3	58	0	178
163	525	12	50	0	710
163	526	7	14	0	374
163	527	3	48	0	168
163	528	4	4	0	184
163	529	9	34	0	514
164	530	5	7	0	247
164	531	10	2	0	542
164	532	4	9	0	189
165	533	4	45	0	225
165	534	7	56	0	416
165	535	9	35	0	515
166	536	4	1	0	181
167	537	12	35	0	695
167	538	6	9	0	309
167	539	3	33	0	153
167	540	7	41	0	401
167	541	9	37	0	517
168	542	12	44	0	704
169	543	3	30	0	150
170	544	12	28	0	688
170	545	8	47	0	467
170	546	11	18	0	618
170	547	11	21	0	621
171	548	2	58	0	118
171	549	8	7	0	427
172	550	4	24	0	204
172	551	9	49	0	529
172	552	11	34	0	634
172	553	3	14	0	134
172	554	6	20	0	320
172	555	11	48	0	648
172	556	5	27	0	267
172	557	1	48	0	48
173	558	7	14	0	374
174	559	4	11	0	191
174	560	6	51	0	351
175	561	8	10	0	430
176	562	9	50	0	530
176	563	12	31	0	691
176	564	1	35	0	35
176	565	8	37	0	457
177	566	4	48	0	228
177	567	11	8	0	608
177	568	1	26	0	26
177	569	5	1	0	241
177	570	3	47	0	167
178	571	1	54	0	54
178	572	7	27	0	387
178	573	7	36	0	396
178	574	3	23	0	143
179	575	11	34	0	634
179	576	10	57	0	597
179	577	3	38	0	158
180	578	11	50	0	650
180	579	9	38	0	518
180	580	11	59	0	659
180	581	4	37	0	217
181	582	8	58	0	478
182	583	4	31	0	211
183	584	11	11	0	611
184	585	9	42	0	522
185	586	8	60	0	480
185	587	8	31	0	451
185	588	1	50	0	50
185	589	7	16	0	376
185	590	12	50	0	710
186	591	2	52	0	112
186	592	10	4	0	544
186	593	1	5	0	5
186	594	1	14	0	14
186	595	9	22	0	502
186	596	2	50	0	110
187	597	4	57	0	237
188	598	7	53	0	413
189	599	3	20	0	140
189	600	8	40	0	460
189	601	10	30	0	570
190	602	3	26	0	146
191	603	12	54	0	714
192	604	1	6	0	6
192	605	4	56	0	236
193	606	7	30	0	390
193	607	12	32	0	692
193	608	11	26	0	626
193	609	12	14	0	674
194	610	6	8	0	308
194	611	5	57	0	297
194	612	12	47	0	707
194	613	10	46	0	586
195	614	1	4	0	4
195	615	9	9	0	489
195	616	9	20	0	500
196	617	7	55	0	415
197	618	12	52	0	712
197	619	12	42	0	702
198	620	12	26	0	686
199	621	8	30	0	450
199	622	9	3	0	483
199	623	7	14	0	374
199	624	2	33	0	93
200	625	11	33	0	633
201	626	1	7	0	7
201	627	7	1	0	361
202	628	1	56	0	56
203	629	3	24	0	144
203	630	10	53	0	593
203	631	7	39	0	399
204	632	8	39	0	459
204	633	12	35	0	695
204	634	5	52	0	292
205	635	9	57	0	537
205	636	2	8	0	68
205	637	12	27	0	687
206	638	8	12	0	432
207	639	10	39	0	579
207	640	2	39	0	99
208	641	6	5	0	305
208	642	10	47	0	587
208	643	9	25	0	505
208	644	8	6	0	426
208	645	3	14	0	134
208	646	1	59	0	59
208	647	12	32	0	692
208	648	7	25	0	385
208	649	5	10	0	250
209	650	3	4	0	124
209	651	8	52	0	472
209	652	7	56	0	416
209	653	1	48	0	48
210	654	1	7	0	7
210	655	8	27	0	447
210	656	9	59	0	539
210	657	1	21	0	21
210	658	2	55	0	115
210	659	9	12	0	492
210	660	1	17	0	17
211	661	8	38	0	458
212	662	7	39	0	399
212	663	12	20	0	680
213	664	8	13	0	433
214	665	11	15	0	615
214	666	6	34	0	334
214	667	1	44	0	44
214	668	4	26	0	206
214	669	2	56	0	116
214	670	3	46	0	166
214	671	4	1	0	181
214	672	9	17	0	497
214	673	1	13	0	13
214	674	7	2	0	362
214	675	7	23	0	383
214	676	11	2	0	602
214	677	2	45	0	105
214	678	5	10	0	250
214	679	6	19	0	319
215	680	7	42	0	402
215	681	5	13	0	253
216	682	2	22	0	82
216	683	3	50	0	170
216	684	9	26	0	506
216	685	4	29	0	209
216	686	6	20	0	320
216	687	1	28	0	28
216	688	4	2	0	182
216	689	11	47	0	647
216	690	7	41	0	401
216	691	6	56	0	356
216	692	8	45	0	465
216	693	7	24	0	384
216	694	10	12	0	552
216	695	1	24	0	24
216	696	6	5	0	305
217	697	6	5	0	305
218	698	2	40	0	100
218	699	6	14	0	314
218	700	10	20	0	560
219	701	1	14	0	14
220	702	5	35	0	275
220	703	12	26	0	686
221	704	7	55	0	415
221	705	8	12	0	432
221	706	6	49	0	349
221	707	7	32	0	392
221	708	12	8	0	668
221	709	1	1	0	1
221	710	2	11	0	71
221	711	1	55	0	55
222	712	11	22	0	622
223	713	7	25	0	385
223	714	3	15	0	135
223	715	5	43	0	283
223	716	10	29	0	569
223	717	7	56	0	416
223	718	8	13	0	433
224	719	10	60	0	600
225	720	3	12	0	132
226	721	6	40	0	340
226	722	4	11	0	191
226	723	12	32	0	692
226	724	1	33	0	33
227	725	9	25	0	505
227	726	9	42	0	522
228	727	11	38	0	638
229	728	8	53	0	473
229	729	2	11	0	71
229	730	8	55	0	475
230	731	6	39	0	339
230	732	3	33	0	153
230	733	10	14	0	554
231	734	8	16	0	436
231	735	3	33	0	153
232	736	10	3	0	543
232	737	12	9	0	669
233	738	11	41	0	641
233	739	5	47	0	287
233	740	12	22	0	682
234	741	10	47	0	587
234	742	8	48	0	468
234	743	9	30	0	510
235	744	9	31	0	511
235	745	4	37	0	217
235	746	6	49	0	349
235	747	6	53	0	353
235	748	9	58	0	538
235	749	7	32	0	392
236	750	8	26	0	446
236	751	4	36	0	216
236	752	6	57	0	357
236	753	5	23	0	263
236	754	3	47	0	167
237	755	5	33	0	273
237	756	1	21	0	21
237	757	5	28	0	268
238	758	10	27	0	567
238	759	9	38	0	518
238	760	1	10	0	10
238	761	2	8	0	68
239	762	1	47	0	47
239	763	6	33	0	333
239	764	10	12	0	552
240	765	12	51	0	711
240	766	7	32	0	392
241	767	6	45	0	345
242	768	8	3	0	423
242	769	3	41	0	161
242	770	12	52	0	712
242	771	7	22	0	382
243	772	3	4	0	124
243	773	2	53	0	113
243	774	7	53	0	413
244	775	4	4	0	184
244	776	5	7	0	247
244	777	12	12	0	672
244	778	1	48	0	48
244	779	11	60	0	660
244	780	1	14	0	14
244	781	9	42	0	522
245	782	9	48	0	528
246	783	5	31	0	271
247	784	2	36	0	96
247	785	4	49	0	229
247	786	10	34	0	574
248	787	6	52	0	352
248	788	9	12	0	492
248	789	7	21	0	381
